"Kernel","Metric Name","Metric Description","Min","Max","Avg"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_global_loads","Warp level instructions for global loads",8388608,8388608,8388608
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_local_loads","Warp level instructions for local loads",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_shared_loads","Warp level instructions for shared loads",558080,558080,558080
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_surface_loads","Warp level instructions for surface loads",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_global_stores","Warp level instructions for global stores",1024,1024,1024
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_local_stores","Warp level instructions for local stores",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_shared_stores","Warp level instructions for shared stores",789504,789504,789504
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_surface_stores","Warp level instructions for surface stores",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_global_atomics","Warp level instructions for global atom and atom cas",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_global_reductions","Warp level instructions for global reductions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_surface_atomics","Warp level instructions for surface atom and atom cas",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_surface_reductions","Warp level instructions for surface reductions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_shared_atomics","Warp level shared instructions for atom and atom CAS",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed_tex_ops","Warp level instructions for texture",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_global_load_bytes","Bytes read from L2 for misses in Unified Cache for global loads",1073741824,1073741824,1073741824
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_local_load_bytes","Bytes read from L2 for misses in Unified Cache for local loads",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_surface_load_bytes","Bytes read from L2 for misses in Unified Cache for surface loads",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","dram_read_bytes","Total bytes read from DRAM to L2 cache",1079094560,1081383680,1080235941
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","dram_write_bytes","Total bytes written from L2 cache to DRAM",130816,495072,253237
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_local_global_store_bytes","Bytes written to L2 from Unified Cache for local and global stores.",65536,65536,65536
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_global_reduction_bytes","Bytes written to L2 from Unified cache for global reductions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_global_atomic_store_bytes","Bytes written to L2 from Unified cache for global atomics",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_surface_store_bytes","Bytes written to L2 from Unified Cache for surface stores.",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_surface_reduction_bytes","Bytes written to L2 from Unified Cache for surface reductions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_surface_atomic_store_bytes","Bytes transferred between Unified Cache and L2 for surface atomics",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","global_load_requests","Total number of global load requests from Multiprocessor",33554432,33554432,33554432
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","local_load_requests","Total number of local load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","surface_load_requests","Total number of surface load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","global_store_requests","Total number of global store requests from Multiprocessor",2048,2048,2048
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","local_store_requests","Total number of local store requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","surface_store_requests","Total number of surface store requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","global_atomic_requests","Total number of global atomic requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","global_reduction_requests","Total number of global reduction requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","surface_atomic_requests","Total number of surface atomic requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","surface_reduction_requests","Total number of surface reduction requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","texture_load_requests","Total number of texture Load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",2.776054%,2.782548%,2.779837%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",6.552540%,6.563861%,6.558717%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","stall_memory_dependency","Issue Stall Reasons (Data Request)",80.652354%,80.755925%,80.697401%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","stall_texture","Issue Stall Reasons (Texture)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","stall_sync","Issue Stall Reasons (Synchronization)",5.193731%,5.307721%,5.252071%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","stall_other","Issue Stall Reasons (Other)",3.727815%,3.765921%,3.744710%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",0.005941%,0.006462%,0.006106%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.362107%,0.362566%,0.362433%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.000012%,0.000012%,0.000012%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","stall_not_selected","Issue Stall Reasons (Not Selected)",0.597509%,0.599210%,0.598713%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","sysmem_read_transactions","System Memory Read Transactions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","sysmem_write_transactions","System Memory Write Transactions",5,5,5
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_read_transactions","L2 Read Transactions",33697435,33766987,33738602
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_write_transactions","L2 Write Transactions",2054,2054,2054
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","ecc_transactions","ECC Transactions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","tex_cache_hit_rate","Unified Cache Hit Rate",50.000000%,50.000000%,50.000000%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_tex_read_hit_rate","L2 Hit Rate (Texture Reads)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_tex_write_hit_rate","L2 Hit Rate (Texture Writes)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_tex_read_throughput","L2 Throughput (Texture Reads)",160.124128GB/s,160.316066GB/s,160.239274GB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_tex_write_throughput","L2 Throughput (Texture Writes)",10.007757MB/s,10.019753MB/s,10.014954MB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_tex_read_transactions","L2 Transactions (Texture Reads)",33554432,33554432,33554432
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_tex_write_transactions","L2 Transactions (Texture Writes)",2048,2048,2048
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_read_throughput","L2 Throughput (Reads)",160.879890GB/s,161.303449GB/s,161.118779GB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_write_throughput","L2 Throughput (Writes)",10.037077MB/s,10.049109MB/s,10.044294MB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","sysmem_write_throughput","System Memory Write Throughput",25.018555KB/s,25.048828KB/s,25.036133KB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_utilization","L2 Cache Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_atomic_throughput","L2 Throughput (Atomic requests)",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_atomic_transactions","L2 Transactions (Atomic requests)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","sysmem_utilization","System Memory Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","ecc_throughput","ECC Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)","Idle (0)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","pcie_total_data_transmitted","PCIe Total Data Transmitted",0,512,256
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","pcie_total_data_received","PCIe Total Data Received",0,512,170
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","sysmem_read_bytes","System Memory Read Bytes",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","sysmem_write_bytes","System Memory Write Bytes",160,160,160
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","l2_tex_hit_rate","L2 Cache Hit Rate",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","gld_transactions","Global Load Transactions",134217730,134217730,134217730
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","gld_transactions_per_request","Global Load Transactions Per Request",16.000000,16.000000,16.000000
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","eligible_warps_per_cycle","Eligible Warps Per Active Cycle",1.312890,1.318870,1.315903
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.910045%,0.916940%,0.913717%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","flop_dp_efficiency","FLOP Efficiency(Peak Double)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row__warp_aware","sm_efficiency","Multiprocessor Activity",99.920868%,99.933632%,99.926682%
"row_sums__one_block_per_row__warp_aware","achieved_occupancy","Achieved Occupancy",0.982067,0.982382,0.982241
"row_sums__one_block_per_row__warp_aware","ipc","Executed IPC",1.166427,1.186223,1.174495
"row_sums__one_block_per_row__warp_aware","issued_ipc","Issued IPC",1.161250,1.186884,1.172766
"row_sums__one_block_per_row__warp_aware","inst_per_warp","Instructions per warp",630.750000,630.750000,630.750000
"row_sums__one_block_per_row__warp_aware","branch_efficiency","Branch Efficiency",100.000000%,100.000000%,100.000000%
"row_sums__one_block_per_row__warp_aware","warp_execution_efficiency","Warp Execution Efficiency",99.942405%,99.942405%,99.942405%
"row_sums__one_block_per_row__warp_aware","warp_nonpred_execution_efficiency","Warp Non-Predicated Execution Efficiency",93.421770%,93.421770%,93.421770%
"row_sums__one_block_per_row__warp_aware","inst_replay_overhead","Instruction Replay Overhead",0.000051,0.000053,0.000052
"row_sums__one_block_per_row__warp_aware","issue_slot_utilization","Issue Slot Utilization",24.184290%,24.718138%,24.424112%
"row_sums__one_block_per_row__warp_aware","shared_load_transactions_per_request","Shared Memory Load Transactions Per Request",1.000000,1.000000,1.000000
"row_sums__one_block_per_row__warp_aware","shared_store_transactions_per_request","Shared Memory Store Transactions Per Request",1.000000,1.000000,1.000000
"row_sums__one_block_per_row__warp_aware","local_load_transactions_per_request","Local Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"row_sums__one_block_per_row__warp_aware","local_store_transactions_per_request","Local Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"row_sums__one_block_per_row__warp_aware","gst_transactions_per_request","Global Store Transactions Per Request",0.117647,0.117647,0.117647
"row_sums__one_block_per_row__warp_aware","shared_store_transactions","Shared Store Transactions",524288,524288,524288
"row_sums__one_block_per_row__warp_aware","shared_load_transactions","Shared Load Transactions",16384,16384,16384
"row_sums__one_block_per_row__warp_aware","local_load_transactions","Local Load Transactions",0,0,0
"row_sums__one_block_per_row__warp_aware","local_store_transactions","Local Store Transactions",0,0,0
"row_sums__one_block_per_row__warp_aware","gst_transactions","Global Store Transactions",32768,32768,32768
"row_sums__one_block_per_row__warp_aware","dram_read_transactions","Device Memory Read Transactions",33695408,33819966,33758497
"row_sums__one_block_per_row__warp_aware","dram_write_transactions","Device Memory Write Transactions",5361,31861,15763
"row_sums__one_block_per_row__warp_aware","global_hit_rate","Global Hit Rate in unified l1/tex",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row__warp_aware","local_hit_rate","Local Hit Rate",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row__warp_aware","gld_requested_throughput","Requested Global Load Throughput",152.386293GB/s,152.724032GB/s,152.544682GB/s
"row_sums__one_block_per_row__warp_aware","gst_requested_throughput","Requested Global Store Throughput",19.048286MB/s,19.090504MB/s,19.068085MB/s
"row_sums__one_block_per_row__warp_aware","gld_throughput","Global Load Throughput",152.386293GB/s,152.724032GB/s,152.544682GB/s
"row_sums__one_block_per_row__warp_aware","gst_throughput","Global Store Throughput",152.386292MB/s,152.724031MB/s,152.544681MB/s
"row_sums__one_block_per_row__warp_aware","dram_read_throughput","Device Memory Read Throughput",153.250583GB/s,153.712769GB/s,153.472399GB/s
"row_sums__one_block_per_row__warp_aware","dram_write_throughput","Device Memory Write Throughput",24.986375MB/s,148.168324MB/s,73.383730MB/s
"row_sums__one_block_per_row__warp_aware","tex_cache_throughput","Unified Cache Throughput",152.386293GB/s,152.724032GB/s,152.544682GB/s
"row_sums__one_block_per_row__warp_aware","local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row__warp_aware","local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row__warp_aware","shared_load_throughput","Shared Memory Load Throughput",304.772586MB/s,305.448063MB/s,305.089362MB/s
"row_sums__one_block_per_row__warp_aware","shared_store_throughput","Shared Memory Store Throughput",9.524143GB/s,9.545252GB/s,9.534043GB/s
"row_sums__one_block_per_row__warp_aware","gld_efficiency","Global Memory Load Efficiency",100.000000%,100.000000%,100.000000%
"row_sums__one_block_per_row__warp_aware","gst_efficiency","Global Memory Store Efficiency",12.500000%,12.500000%,12.500000%
"row_sums__one_block_per_row__warp_aware","tex_cache_transactions","Unified Cache Transactions",33554432,33554432,33554432
"row_sums__one_block_per_row__warp_aware","cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row__warp_aware","tex_fu_utilization","Texture Function Unit Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_row__warp_aware","ldst_fu_utilization","Load/Store Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row__warp_aware","double_precision_fu_utilization","Double-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"row_sums__one_block_per_row__warp_aware","special_fu_utilization","Special Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row__warp_aware","single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (3)","Low (3)","Low (3)"
"row_sums__one_block_per_row__warp_aware","flop_count_dp","Floating Point Operations(Double Precision)",0,0,0
"row_sums__one_block_per_row__warp_aware","flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0,0
"row_sums__one_block_per_row__warp_aware","flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",0,0,0
"row_sums__one_block_per_row__warp_aware","flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0,0
"row_sums__one_block_per_row__warp_aware","flop_count_sp","Floating Point Operations(Single Precision)",312999936,312999936,312999936
"row_sums__one_block_per_row__warp_aware","flop_count_sp_add","Floating Point Operations(Single Precision Add)",312999936,312999936,312999936
"row_sums__one_block_per_row__warp_aware","flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",0,0,0
"row_sums__one_block_per_row__warp_aware","flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",0,0,0
"row_sums__one_block_per_row__warp_aware","flop_count_sp_special","Floating Point Operations(Single Precision Special)",8912896,8912896,8912896
"row_sums__one_block_per_row__warp_aware","inst_executed","Instructions Executed",165347328,165347328,165347328
"row_sums__one_block_per_row__warp_aware","inst_issued","Instructions Issued",165355749,165356290,165355913
"row_sums__one_block_per_row__warp_aware","dram_utilization","Device Memory Utilization","High (8)","High (8)","High (8)"
"row_sums__one_block_per_row__warp_aware","tex_utilization","Unified Cache Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_row__warp_aware","shared_efficiency","Shared Memory Efficiency",4.545455%,4.545455%,4.545455%
"row_sums__one_block_per_row__warp_aware","shared_utilization","Shared Memory Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row__warp_aware","inst_fp_32","FP Instructions(Single)",321912832,321912832,321912832
"row_sums__one_block_per_row__warp_aware","inst_fp_64","FP Instructions(Double)",0,0,0
"row_sums__one_block_per_row__warp_aware","inst_integer","Integer Instructions",3286990848,3286990848,3286990848
"row_sums__one_block_per_row__warp_aware","inst_bit_convert","Bit-Convert Instructions",17825792,17825792,17825792
"row_sums__one_block_per_row__warp_aware","inst_control","Control-Flow Instructions",840957952,840957952,840957952
"row_sums__one_block_per_row__warp_aware","inst_compute_ld_st","Load/Store Instructions",277643264,277643264,277643264
"row_sums__one_block_per_row__warp_aware","inst_misc","Misc Instructions",153157632,153157632,153157632
"row_sums__one_block_per_row__warp_aware","inst_inter_thread_communication","Inter-Thread Instructions",44564480,44564480,44564480
"row_sums__one_block_per_row__warp_aware","issue_slots","Issue Slots",137748513,137748970,137748644
"row_sums__one_block_per_row__warp_aware","cf_issued","Issued Control-Flow Instructions",35504128,35504128,35504128
"row_sums__one_block_per_row__warp_aware","cf_executed","Executed Control-Flow Instructions",35504128,35504128,35504128
"row_sums__one_block_per_row__warp_aware","ldst_issued","Issued Load/Store Instructions",36569088,36569088,36569088
"row_sums__one_block_per_row__warp_aware","ldst_executed","Executed Load/Store Instructions",11911168,11911168,11911168
"row_sums__one_block_per_row__warp_aware","atomic_transactions","Atomic Transactions",0,0,0
"row_sums__one_block_per_row__warp_aware","atomic_transactions_per_request","Atomic Transactions Per Request",0.000000,0.000000,0.000000
"row_sums__one_block_per_row__warp_aware","inst_executed_global_loads","Warp level instructions for global loads",8388608,8388608,8388608
"row_sums__one_block_per_row__warp_aware","inst_executed_local_loads","Warp level instructions for local loads",0,0,0
"row_sums__one_block_per_row__warp_aware","inst_executed_shared_loads","Warp level instructions for shared loads",16384,16384,16384
"row_sums__one_block_per_row__warp_aware","inst_executed_surface_loads","Warp level instructions for surface loads",0,0,0
"row_sums__one_block_per_row__warp_aware","inst_executed_global_stores","Warp level instructions for global stores",278528,278528,278528
"row_sums__one_block_per_row__warp_aware","inst_executed_local_stores","Warp level instructions for local stores",0,0,0
"row_sums__one_block_per_row__warp_aware","inst_executed_shared_stores","Warp level instructions for shared stores",524288,524288,524288
"row_sums__one_block_per_row__warp_aware","inst_executed_surface_stores","Warp level instructions for surface stores",0,0,0
"row_sums__one_block_per_row__warp_aware","inst_executed_global_atomics","Warp level instructions for global atom and atom cas",0,0,0
"row_sums__one_block_per_row__warp_aware","inst_executed_global_reductions","Warp level instructions for global reductions",0,0,0
"row_sums__one_block_per_row__warp_aware","inst_executed_surface_atomics","Warp level instructions for surface atom and atom cas",0,0,0
"row_sums__one_block_per_row__warp_aware","inst_executed_surface_reductions","Warp level instructions for surface reductions",0,0,0
"row_sums__one_block_per_row__warp_aware","inst_executed_shared_atomics","Warp level shared instructions for atom and atom CAS",0,0,0
"row_sums__one_block_per_row__warp_aware","inst_executed_tex_ops","Warp level instructions for texture",0,0,0
"row_sums__one_block_per_row__warp_aware","l2_global_load_bytes","Bytes read from L2 for misses in Unified Cache for global loads",1073741824,1073741824,1073741824
"row_sums__one_block_per_row__warp_aware","l2_local_load_bytes","Bytes read from L2 for misses in Unified Cache for local loads",0,0,0
"row_sums__one_block_per_row__warp_aware","l2_surface_load_bytes","Bytes read from L2 for misses in Unified Cache for surface loads",0,0,0
"row_sums__one_block_per_row__warp_aware","dram_read_bytes","Total bytes read from DRAM to L2 cache",1078253056,1082238912,1080271904
"row_sums__one_block_per_row__warp_aware","dram_write_bytes","Total bytes written from L2 cache to DRAM",171552,1019552,504432
"row_sums__one_block_per_row__warp_aware","l2_local_global_store_bytes","Bytes written to L2 from Unified Cache for local and global stores.",1048576,1048576,1048576
"row_sums__one_block_per_row__warp_aware","l2_global_reduction_bytes","Bytes written to L2 from Unified cache for global reductions",0,0,0
"row_sums__one_block_per_row__warp_aware","l2_global_atomic_store_bytes","Bytes written to L2 from Unified cache for global atomics",0,0,0
"row_sums__one_block_per_row__warp_aware","l2_surface_store_bytes","Bytes written to L2 from Unified Cache for surface stores.",0,0,0
"row_sums__one_block_per_row__warp_aware","l2_surface_reduction_bytes","Bytes written to L2 from Unified Cache for surface reductions",0,0,0
"row_sums__one_block_per_row__warp_aware","l2_surface_atomic_store_bytes","Bytes transferred between Unified Cache and L2 for surface atomics",0,0,0
"row_sums__one_block_per_row__warp_aware","global_load_requests","Total number of global load requests from Multiprocessor",33554432,33554432,33554432
"row_sums__one_block_per_row__warp_aware","local_load_requests","Total number of local load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row__warp_aware","surface_load_requests","Total number of surface load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row__warp_aware","global_store_requests","Total number of global store requests from Multiprocessor",32768,32768,32768
"row_sums__one_block_per_row__warp_aware","local_store_requests","Total number of local store requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row__warp_aware","surface_store_requests","Total number of surface store requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row__warp_aware","global_atomic_requests","Total number of global atomic requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row__warp_aware","global_reduction_requests","Total number of global reduction requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row__warp_aware","surface_atomic_requests","Total number of surface atomic requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row__warp_aware","surface_reduction_requests","Total number of surface reduction requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row__warp_aware","texture_load_requests","Total number of texture Load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row__warp_aware","stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",3.701865%,3.734936%,3.723488%
"row_sums__one_block_per_row__warp_aware","stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",6.457981%,6.515163%,6.496095%
"row_sums__one_block_per_row__warp_aware","stall_memory_dependency","Issue Stall Reasons (Data Request)",79.969053%,80.150619%,80.074993%
"row_sums__one_block_per_row__warp_aware","stall_texture","Issue Stall Reasons (Texture)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row__warp_aware","stall_sync","Issue Stall Reasons (Synchronization)",4.745675%,4.967718%,4.842058%
"row_sums__one_block_per_row__warp_aware","stall_other","Issue Stall Reasons (Other)",3.772955%,3.814406%,3.793009%
"row_sums__one_block_per_row__warp_aware","stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",0.006530%,0.006934%,0.006733%
"row_sums__one_block_per_row__warp_aware","stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.445503%,0.449157%,0.448029%
"row_sums__one_block_per_row__warp_aware","stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.000745%,0.000755%,0.000750%
"row_sums__one_block_per_row__warp_aware","stall_not_selected","Issue Stall Reasons (Not Selected)",0.611006%,0.616597%,0.614845%
"row_sums__one_block_per_row__warp_aware","sysmem_read_transactions","System Memory Read Transactions",0,0,0
"row_sums__one_block_per_row__warp_aware","sysmem_write_transactions","System Memory Write Transactions",5,5,5
"row_sums__one_block_per_row__warp_aware","l2_read_transactions","L2 Read Transactions",33677743,33812525,33742312
"row_sums__one_block_per_row__warp_aware","l2_write_transactions","L2 Write Transactions",32774,32774,32774
"row_sums__one_block_per_row__warp_aware","ecc_transactions","ECC Transactions",0,0,0
"row_sums__one_block_per_row__warp_aware","local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row__warp_aware","tex_cache_hit_rate","Unified Cache Hit Rate",49.975598%,49.975598%,49.975598%
"row_sums__one_block_per_row__warp_aware","l2_tex_read_hit_rate","L2 Hit Rate (Texture Reads)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row__warp_aware","l2_tex_write_hit_rate","L2 Hit Rate (Texture Writes)",98.242188%,98.303223%,98.279826%
"row_sums__one_block_per_row__warp_aware","l2_tex_read_throughput","L2 Throughput (Texture Reads)",152.386293GB/s,152.724032GB/s,152.544682GB/s
"row_sums__one_block_per_row__warp_aware","l2_tex_write_throughput","L2 Throughput (Texture Writes)",152.386292MB/s,152.724031MB/s,152.544681MB/s
"row_sums__one_block_per_row__warp_aware","l2_tex_read_transactions","L2 Transactions (Texture Reads)",33554432,33554432,33554432
"row_sums__one_block_per_row__warp_aware","l2_tex_write_transactions","L2 Transactions (Texture Writes)",32768,32768,32768
"row_sums__one_block_per_row__warp_aware","l2_read_throughput","L2 Throughput (Reads)",153.284411GB/s,153.562020GB/s,153.398821GB/s
"row_sums__one_block_per_row__warp_aware","l2_write_throughput","L2 Throughput (Writes)",152.414195MB/s,152.751996MB/s,152.572613MB/s
"row_sums__one_block_per_row__warp_aware","sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row__warp_aware","sysmem_write_throughput","System Memory Write Throughput",23.809570KB/s,23.862305KB/s,23.833984KB/s
"row_sums__one_block_per_row__warp_aware","l2_utilization","L2 Cache Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_row__warp_aware","l2_atomic_throughput","L2 Throughput (Atomic requests)",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row__warp_aware","l2_atomic_transactions","L2 Transactions (Atomic requests)",0,0,0
"row_sums__one_block_per_row__warp_aware","sysmem_utilization","System Memory Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row__warp_aware","ecc_throughput","ECC Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row__warp_aware","sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)","Idle (0)"
"row_sums__one_block_per_row__warp_aware","sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row__warp_aware","pcie_total_data_transmitted","PCIe Total Data Transmitted",0,512,341
